,ts,title
899,20090618,"IPhone to hit stores as Apple awaits Jobs' return. UPDATE 1-IPhone to hit stores as Apple awaits Jobs' return. BK Fresh Apple Fries Coming to Grocery Store Shelves This Fall. The Omni Group Announces OmniFocus 1.5 on Apple App Store. Whole Foods Market(R) Launches Recipe Search and Store Locator Application on Apple.... IPhone to hit stores as Apple awaits Jobs' return. NextWorth Announces Easy Upgrade Program for Existing Owners of Apple iPhonesTM, Offering Free Upgrade to iPhone 3G S Plus Cash Back. SIRIUS XM Radio Now Available on Apple App Store for iPhone and iPod Touch"
900,20090619,"Apple finds silver lining in verdict on green claims. UPDATE 2-Smaller crowds greet new iPhone from Apple. NI Technology Research Identifies Winners in the New Apple iPhone 3G S. Smaller crowds greet new iPhone from Apple. Unicom, Apple close to iPhone deal for China: Merrill. Unicom, Apple close to iPhone deal for China-Merrill. Apple launches IPhone 3GS"
901,20090620,CORRECTING and REPLACING BK Fresh Apple Fries Coming to Grocery Store Shelves This Fall. Apple CEO Jobs had liver transplant-WSJ
902,20090621,
903,20090622,Apple CEO Jobs spotted leaving campus - witness. Experts downplay disclosure concerns for Apple CEO. Experts downplay disclosure concerns for Apple CEO. Speculation grows on Apple CEO's return to work. Apple sells more than 1 million iPhone 3GS. Speculation grows on Apple CEO's return to work. Freeverse`s Flick Fishing Game First Paid iPhone App to Hit One Million Downloads on Apple App Store. Apple Inc shares rise on report Jobs at work.  Parents of Autistic Child Find Help From iPhone; Today Apple Approved Behavior Tracker Pro. Apple gains on iPhone sales. Apple Sells Over One Million iPhone 3GS Models. Glu Mobile Launches TRANSFORMERS CyberToy on Apple App Store
904,20090623,AT&T; Brings AT&T; Navigator Application to Apple App Store. CORRECTING and REPLACING XtremeMac Debuts iPhone 3G S Cases For Newest Apple Release. Apple CEO Jobs at work on Monday: witness. XtremeMac Debuts iPhone 3G S Cases For Newest Apple Release. Handmark and Sandlot Games Release Popular Trading Adventure 'Tradewinds 2' on Apple App Store
905,20090624,"99Â¢ Only Stores Will Sell 9 Apple 8GB iPod Nanos for Only 99Â¢ Each to Celebrate the Grand Opening of Its Newest 99Â¢ Only Stores on Thursday, June 25th, 2009, in San Marcos, California. New Apple iPhone costs $179 to produce-iSuppli. Shazam Launches Enhanced Music Discovery Application on Apple App Store"
906,20090625,Apple Leads in Customer Satisfaction in Vocalabs Tech Support Study
907,20090626,Crazy Penguin Catapult 2 Launches on Apple App Store. 3D Rollercoaster Rush Speeds into Apple App Store. California Gold Rush Blasts into Apple App Store. Ad Bureau: Apple Overstates Green Claims for Macbooks
908,20090627,
909,20090628,
910,20090629,Apple CEO Steve Jobs returns to work. Last Day of Work Launches Virtual Families on Apple App Store. Freeverse Releases Warpack: Grunts by Strange Flavour on Apple App Store. Barnes & Noble Bookstore Application Available on Apple App Store.  Widevine Licenses DRM and Adaptive Streaming for Apple iPhone to Synchronous Communications. Jungle Bloxx Swings into Apple App Store
911,20090630,"InternetSafety.com Urges Parents to Child-Proof Apple iPhone, Coupling Apple's New..."
912,20090701,Apple Vacations Announces New Non-Stop Flights from Lansing's Capital Region International.... Apple Vacations Announces New Non-Stops From Lansing to Cancun on USA3000 Airlines
913,20090702,"ngmoco Is on a Roll with Rolando 2 on Apple App Store. Zacks Industry Rank Analysis Highlights: Seagate Technology, STEC, Inc., Research in Motion, Palm and Apple. ACU is First University to Distribute New Apple iPhone 3GS to Incoming Freshmen for Mobile Learning"
914,20090703,
915,20090704,
916,20090705,
917,20090706,"Sink Your Teeth Into SGN's Newest Game for the Apple App Store: Vampires vs. Werewolves. Supply Chain, Logistics Firm D.W. Morgan Profiled on Apple Computer Web Site. Zacks Analyst Blog Highlights: Verizon Wireless, Research In Motion, Sprint, Telus and Apple. SIRIUS XM Application Surpasses 1 Million Downloads on Apple App Store. Apartments.com Launches Application on Apple App Store"
918,20090707,"Zacks Analyst Blog Highlights: Telefonica, Deutsche Telekom, Vodafone Group, France Telecom and Apple. STRATEGY ANALYTICS: Apple iPhone ""Wake Up Call"" for Cell Phone Manufacturers to Focus on User Experience"
919,20090708,"Zacks Analyst Blog Highlights: Telefonica, Palm Inc, Apple Inc, Sprint Nextel and Vodafone. EpicTilt and Sony Music Entertainment Launch TapStar on Apple App Store. BirthdaysNewYork.com Heats Up the Big Apple With Hot and Trendy New York City Birthday..."
920,20090709,"UPDATE 2-Google CEO discusses Apple board ties, Chrome. Google CEO says will discuss Apple board role. Shannon Curtis: After Two Popular Indie EP Releases, ""The Love Child of Fiona Apple and Norah Jones"" Taps Her Fan Base to Help Fund Her Latest EP, `Why Don`t You Stay?` Which Was Produced in Nashville by Grammy Winner Charlie Pe. Inlet Technologies Announces Support For Live Streaming to Apple iPhone"
921,20090710,
922,20090711,
923,20090712,
924,20090713,Blacks Given Rotten Apple in New York. One of World`s Leading Processors of Apple Products Plans To Implement CDC Software's CDC Factory Solution At Its Entire Plant Network To Help Lower Production Costs. TwitVid.com Announces Availability of Fastest Twitter Video Application for Apple iPhone 3GS
925,20090714,"Zacks Analyst Blog Highlights: America Movil, Apple Inc, Telefonica, Exxon Mobil Corp. and Chevron Corp.. Purshade Reduces Sunburn and Improves Grade, Driving Higher Value for Apple Growers Worldwide"
926,20090715,Microsoft stores to open near Apple stores in fall. Microsoft stores to open near Apple stores in fall. Blackboard and Vanderbilt University Partner to Integrate Apple iTunes U with Blackboard...
927,20090716,Palm shares sink after Apple closes iTunes sync. UPDATE 1-Palm shares sink after Apple closes iTunes sync. Nimbuzz Loves Apple. Microsoft stores to open near Apple stores in fall. Modulation Index First to Deliver True Adobe Flash Streaming Radio on Apple iPhone
928,20090717,"Expectations high for Apple quarterly results. PREVIEW-Expectations high for Apple quarterly results. Dave Brubeck Performs Live at the Apple Store on July 21, 2009.  Dazzboard Syncs Palm Pre to iTunes in Response to Apple Strong-Arm Move. UPDATE 1-JP Morgan raises Apple target, earnings estimates"
929,20090718,
930,20090719,
931,20090720,"Zacks Analyst Blog Highlights: Apple Inc., Palm, Microsoft, SanDisk and Sony.  David Bowie eBook Is Released in Apple App Store.  David Bowie eBook Is Released in Apple App Store"
932,20090721,"College Intern Lives in Skilled Nursing Center, Apple Rehab, for Two Weeks. Wall St. climbs on Caterpillar; Apple shines late. US STOCKS-Wall St climbs on Caterpillar; Apple shines late. US STOCKS SNAPSHOT-Futures dip briefly after Apple results. Apple Reports Third Quarter Results. Mobile Money Application Now Available on Apple App Store"
933,20090722,"US STOCKS-Wall St little changed as bank results offset Apple. US STOCKS-Wall St pares losses as Apple lifts Nasdaq. China suicide puts spotlight on secretive Apple culture. Apple smashes profit forecasts, iPhone shines. China suicide puts spotlight on secretive Apple culture. China suicide puts spotlight on secretive Apple culture. U.S. stock futures signal losses; eyes on Apple. Apple pre-pays $500 mln to Toshiba in supply deal"
934,20090723,Apple Updates Final Cut Studio with More Than 100 New Features. Apple Unveils New Logic Studio with Major Upgrades to Logic Pro and MainStage
935,20090724,Palm lobs another volley at Apple in smartphone war. UPDATE 1-Palm and Apple tussle over iTunes and Pre
936,20090725,
937,20090726,
938,20090727,"Apple working on digital albums, tablet PC: sources. Apple working on digital albums. tablet PC-sources. Booyah Society, the First Social Game Based on Real-Life Achievements, is Now Available on the Apple App Store. Great Deals Could Possibly Win You a Brand New Apple iPhone 3GS at CellularFactory.com"
939,20090728,"Zacks Analyst Blog Highlights: Apple Inc., Hewlett Packard Company, Dell, Amazon and Sony. Apple working on digital albums, tablet PC: sources. Unicom says no formal iPhone deal with Apple. UPDATE 1-Unicom says no formal iPhone deal with Apple"
940,20090729,Eye-Fi Introduces the Eye-Fi Geo Apple Exclusive Wireless Memory Card With Unlimited...
941,20090730,Apple Fans Prepare for WAR with Mac Version of WarhammerOnline: Age of Reckoning
942,20090731,Apple warns iPhones vulnerable; fixes bug. Crazy Monkey Spin Swings into Apple App Store
943,20090801,
944,20090802,
945,20090803,"Google CEO Schmidt quits Apple board amid scrutiny. UPDATE 4-Google CEO Schmidt quits Apple board amid scrutiny. TIMELINE: For Apple and Google, friendship leans to rivalry. TIMELINE-For Apple and Google, friendship leans to rivalry. Consumer Watchdog Calls on Genentech Exec to Quit Either Google or Apple Board. Namco Hires Jonathan Kromrey as General Manager of Apple Games to Bring New, Innovative Content to iPhone. 99Â¢ Only Stores Will Sell 9 Apple 8GB iPod Nanos for Only 99.99Â¢ Each to Celebrate the Grand Opening of Its Newest 99Â¢ Only Stores on Thursday, August 6th, 2009 in Modesto, California"
946,20090804,"Zacks Earnings Trends Highlights: Phillip Morris, Supervalu, Amgen, Apple and Texas Instruments. Apple Launches iTunes Store in Mexico"
947,20090805,O2 could lose exclusive iPhone deal with Apple -FT. PC makers take aim at Apple with new laptops
948,20090806,"Expert Instruction on Apple`s New Final Cut Pro 7 Highlights Apple Certification Training at Digital Video Expo.  iSkin Launches the Next Generation of ProTouch Keyboard Protectors for MacBook, MacBook Pro, MacBook Air and Apple.  iSkin Launches the Next Generation of ProTouch Keyboard Protectors for MacBook, MacBook Pro, MacBook Air and Apple.  iSkin Launches the Next Generation of ProTouch Keyboard Protectors for MacBook, MacBook Pro, MacBook Air and Apple. Kroll Ontrack Further Solidifies Its Apple Capabilities with the Launch of Its Global Data Recovery Program. Glu Mobile Launches Mini Golf Wacky Worlds on Apple App Store"
949,20090807,
950,20090808,
951,20090809,
952,20090810,iSyndica Announces Giveaway for New & Existing Users; Win 1 of 5 Apple Gift Cards.... Shabby Apple Mobilizes Retail Store With UNITY Mobile
953,20090811,"Midnight Madness at Mediterranean Village; Don`t Miss Apple Product Giveaways and Free Rent!. First American CoreLogic Announces New Apple iPhone Application for Nation's Largest.... Apple to Open Retail Store in Reston, Virginia on Saturday, August 15. Apple to Open Retail Store in Naperville, Illinois on Saturday, August 15"
954,20090812,"Zacks Analyst Blog Highlights: Dell Inc., China Mobile, China Unicom, Apple and Research in Motion"
955,20090813,Apple board to discuss Schmidt replacement: report. Apple board to discuss Schmidt replacement -WSJ. Budgeter is a New Apple iPhone Application that Helps Consumers Save Money
956,20090814,Research and Markets: Tectrends Reporter: Apple Recent Media Coverage Issue 0907 - Fortune Magazine Hailed Apple in 2009 As the Most Admired Company in the World. Apple International <2788.T>-6mth group results
957,20090815,
958,20090816,
959,20090817,"HSN Goes Mobile With Apple iPhone. Apple iPhone and iPod Touch Users Take Business On the Road, Into the Air and Anywhere..."
960,20090818,"Apple looking into reports of exploding iPhones. Zacks Analyst Blog Highlights: China Mobile, Apple Inc., Nokia, Dell and China Unicom. Apple probes iPhone explosion reports: EU. Apple probes iPhone explosion reports, EU says. Retrevo Survey Says Apple Loses Back-to-School Laptop Shoppers to Netbook & PC"
961,20090819,"Zacks Analyst Blog Highlights: Dell Inc., China Mobile Limited, Google, Apple Inc. and Research In Motion. Messaging International rejects talk of Apple deal"
962,20090820,"Air Canada becomes first North American airline to release an App for Apple iPhone.... Apple sued for infringing ""1000 TVs"" copyright"
963,20090821,Apple says Google Voice app alters iPhone
964,20090822,
965,20090823,Apple says Google Voice app alters iPhone
966,20090824,Apple to Ship Mac OS X Snow Leopard on August 28
967,20090825,"Zacks Analyst Blog Highlights: China Mobile, Microsoft, Chunghwa Telecom, Apple Inc. and China Unicom. Meijer Announces Voluntary Recall of Meijer Brand Apple Juice. Chipotle Ordering Application Now Available on the Apple App Store. Apple to Open Retail Store in Frisco, Texas on Saturday, August 29. Apple to Open Retail Store in Dedham, Massachusetts on Saturday, August 29. iSink U -- Artificial Life Brings a Classic Naval Strategy Game to the Apple App..."
968,20090826,"Apple readies iPhone for launch in China: report. Apple readies iPhone for launch in China - WSJ. Zacks Analyst Blog Highlights: Research In Motion, Google, Yahoo, Apple Inc. and Palm Inc.. Apple event expected soon, but no tablet in sight. Apple event expected soon, but no tablet in sight. Apple event expected soon, but no tablet in sight. Apple Specialists Announce Snow Leopard Launch Events.  First Time Ever Use of Artificial Intelligence Now Available on Apple iPhone GPS Application.  First Time Ever Use of Artificial Intelligence Now Available on Apple iPhone GPS Application"
969,20090827,"French official to talk iPhone troubles with Apple. LanSchool v7.4 Teacher Console Supports Apple Macs, Extends Upgrade Protection to 3 Years and Introduces Subscription Pricing. Apple Bank for Savings Selects TPG Software. charismathics Launches Apple Mac OS X Support for Its CSSI Middleware. Apple Specialists Help Save Wild Snow Leopards. Great American Cookies(R) Welcomes Fall With New Apple Harvest Nut(TM) Cookie Flavor. China Unicom to launch Apple iPhone on Friday: analyst. Apple event expected soon, no tablet in sight. China Unicom to launch Apple iPhone on Friday -analyst"
970,20090828,ATTO Technology Announces Immediate Support for Apple Mac OS X Snow Leopard. China Unicom in 3 yr Apple deal to bring iPhone to China
971,20090829,
972,20090830,
973,20090831,Apple to host media event September 9. Apple to host media event September 9
974,20090901,"Zacks Analyst Blog Highlights: China Mobile, Google, Apple Inc., China Unicom and Dell. Apple iPhone Owners Most Dissatisfied with Battery Life, Says Strategy Analytics.  UltimateBet Releases Mac Version of Online Poker Software for Apple Users. Independent Apple Documentary Goes Mainstream"
975,20090902,"Susan Credle Leaves Big Apple for 'Big Apple Agency'. Zacks Analyst Blog Highlights: Google, Sony Corp., Microsoft, Apple and Hewlett Packard Co."
976,20090903,"Apple iPod updates expected, Jobs show uncertain. Zacks Analyst Blog Highlights: Apple Inc., Palm, Nokia, Motorola and Research in Motion.  Persistent Expands Mobile Application Development Capabilities With Apple iPhone Center of Excellence.  Persistent Expands Mobile Application Development Capabilities With Apple iPhone Center of Excellence. Nokia seeking developers' help in Apple rivalry. UPDATE 2-Nokia seeking developers' help in Apple rivalry"
977,20090904,
978,20090905,
979,20090906,
980,20090907,
981,20090908,"Apple shares climb ahead of event. Laptop Sales Pave Way for Rumored Apple Tablet. Apple Rush Co., Inc. Announces First Production of Its Product in Aluminum Cans Set..."
982,20090909,UPDATE 6-Steve Jobs strides back onto Apple stage. Frail-looking Steve Jobs returns to Apple stage. UPDATE 5-Frail-looking Steve Jobs returns to Apple stage. Apple Introduces New iPod touch Lineup. Apple Introduces New iPod nano With Built-in Video Camera. Apple Premieres iTunes 9. Extensis Suitcase Fusion 2 Adds Apple Snow Leopard Compatibility
983,20090910,"Del Potro takes a bite out of the Big Apple. Apple Rush Co., Inc. Licenses New West Coast Distributor for California and Hawaii. Steve Jobs strides back onto Apple stage"
984,20090911,"The Walt Disney Studios, The Beatles' Apple Corps Ltd., and Oscar(R)-Winning Filmmaker.... Schaeffer's Trading Tools to Build Your Portfolio: A High SOIR on Apple (AAPL). GetFugu Application Launches for Apple iPhone. Zacks Analyst Blog Highlights: AT&T;, Verizon, Sprint Nextel, Clearwire Corp. and Apple"
985,20090912,
986,20090913,
987,20090914,iPorn Girls to Visit Top Execs at Apple iPhone Headquarters
988,20090915,"RIM, Apple phone 'duopoly' faces pressure -Rogers. Free Rent, Apple Product Giveaways and Midnight Madness at Palm Valley. Bruce Sewell to Join Apple as General Counsel & SVP. Inlet`s Spinnaker the de facto Standard for Preparing Digital Media Content for Apple iPhone. Microsoft launches new Zune to rival Apple iPod"
989,20090916,"Apple to Open Retail Store in Augusta, Georgia on Saturday, September 19.  Apple Approves First Official Porn Star APP for iPhone"
990,20090917,Green Apple Cleaners Marks Third Year as NYC`s Only Dry Cleaner Using CO2 and Water. Apple Approves Play MPE(R) iPhone App - Now Available on iTunes. Apple Rush Company Appoints Two Midwest Distributors
991,20090918,Google says Apple rejected voice app for iPhone. UPDATE 2-Google says Apple rejected voice app for iPhone. Google says Apple rejected its voice app for iPhone
992,20090919,
993,20090920,
994,20090921,Apple probes iPhone battery woes. Apple Investigates iPhone 3.1 OS Battery Problems. Pioneer Unleashes the Power of Its In-Dash Navigation Systems with New Free Apple App. Google says Apple rejected voice app for iPhone
995,20090922,"Microsoft mum on Apple connection to its new retail hires. Apple iPhone Users Get Push Gmail ... Finally. Schaeffer's Option Coach: Protective Puts on Apple (AAPL). Video:  The 'Big Apple Bog' Kicks-Off Ocean Spray's 80th Anniversary Celebration. Apple to Open Retail Store in Temecula, California on Saturday, September 26. Apple Rush Increases Midwest Sales, Adds Woodman's Food Markets & Prepares Fall Display....  Apple Approves First Official Porn Star App for iPhone.  Apple Approves First Official Porn Star App for iPhone"
996,20090923,Reports: Microsoft's 'Courier' tablet to compete with Apple. Convergys Upgrades Intervoice Media Exchange for O2 to Support Apple iPhone`s Popular Visual Voicemail Service.  Aptara Teams With ScrollMotion to Deliver End-to-End eBook Publishing Solution for Apple iPhone
997,20090924," NuMobile, Inc. Partnership to Penetrate Smartphone Market in China with Apple iPhone Launch Anticipated in 4th Quarter. Zacks Analyst Blog Highlights: Palm, Goldman Sachs, JPMorgan Chase, Research In Motion and Apple"
998,20090925,Apple Wants to Get Greener. Report: Apple to unveil new iMacs by mid-October
999,20090926,
1000,20090927,
1001,20090928,"Apple pushes unnecessary software to Windows PCs. Apple passes 2 billion app downloads. Apple Rush Co., Inc.'s Organic 100% Juice Sparkling Beverages Now Available to Greater New York Metropolitan Area's 18.8 Million Population. Unicom to sell Apple iPhones in China from October. UPDATE 2-Unicom to sell Apple iPhones in China from Oct"
1002,20090929,"Schaeffer's Option Coach: An Apple Inc. (AAPL) Credit Spread. Paessler Releases iPRTG for Mobile Network Monitoring Via the Apple iPhone. Linotype FontExplorer X Pro Now Compatible with Apple Snow Leopard Operating System. Nominations Currently Being Accepted for 2010 Golden Apple Awards for Excellence in Teaching. TatSkinz Design Contest: Win $1,000 Scholarship or Apple Computer. Paessler Releases iPRTG for Mobile Network Monitoring via the Apple iPhone"
1003,20090930,
1004,20091001,"Apple iPhone Users: It's All Good -- Except AT&T;. Schaeffer's Daily Contrarian: Can Garmin Ltd. (GRMN) Take a Bite Out of Apple Inc. (AAPL)?. Golden Apple Offers Professional Development for Teachers of Tomorrow at New Workshop. Apple Rush Co., Inc. to Expand Production Line in the Midwest"
1005,20091002,"Apple tablet won't be just an e-reader, argues analyst. US STOCKS SNAPSHOT-Wall St pares losses; Nasdaq up on Apple. UBS raises Apple to buy, ups price target 56 pct. Walmart Apple Fest Showcases Fall's Favorite Food, Savings and Samplings"
1006,20091003,
1007,20091004,
1008,20091005,"Apple Allows Adobe Flash on iPhone â At App Store. Sour Apples: Apple and Woolworths Battle Over Logo.  American College of Education Alumna Honored as Golden Apple Award Winner. Apple could sell more iPhones by ending exclusive AT&T; deal, analyst says. Mercedes-Benz Financial Launches 'The coolest way to pay' with New Apple iPhone App"
1009,20091006,"Adobe does 'end-around' Apple with Flash dev tool, says analyst. UPDATE 1-Susquehanna raises price target on Apple shares"
1010,20091007,"Zacks Analyst Blog Highlights: Qualcomm Inc., NTT DoCoMo, Apple Inc., Verizon Wireless and Nokia Corp."
1011,20091008,"Zacks Analyst Blog Highlights: Verizon, Google, Apple Inc, Deutsche Telecom and Sprint. Apple Rush Co., Inc. to Begin Production of Its New Apple Rush(TM) Can Line in 10 Days.  American Institute of Physics (AIP) Launches New Mobile Research Application Built on MarkLogic Server for Apple iPhone"
1012,20091009,Research and Markets: EMC Updates Retrospect Backup for Apple Macintosh OS/X
1013,20091010,Haunted Theme Park Goes Interactive on the Apple iPhone
1014,20091011,
1015,20091012,"Apple Snow Leopard Flaw Devours User Data. Google, Apple sever board ties amid U.S. antitrust probe. Apple immune to Windows 7 impact, analyst says. Zacks Analyst Blog Highlights: Dell Inc., Google, AT&T;, Apple Inc. and Research In Motion. Orchard Season Means Time to Bake Apple Pies"
1016,20091013,"Apple Slow To Promise Snow Leopard Fix. Apple Working On Fix for Snow Leopard Bug. Apple to Open Retail Store in Manhasset, New York on Saturday, October 17"
1017,20091014,"Apple Rush Co., Inc. Announces Positive Test Market Results From Diverse Demographics. Photos:  David Shafer, MD, Develops the World's First Plastic Surgery Themed Apple iPhone Application"
1018,20091015,"Apple gets best spot in EU browser 'ballot screen,' Mozilla says. Zacks Analyst Blog Highlights: Nokia Corp., Best Buy Co. Inc., AT&T;, Research In Motion and Apple Inc.. Apple Uses Sales, Marketing Tactics to Lessen Windows 7"
1019,20091016,"Sikka Announces First Dental Practice Optimization Benchmarking Application for iPhone and iPod Touch Available on Apple App Store. Zacks Analyst Blog Highlights: Apple Inc., Microsoft, Hewlett-Packard, Research In Motion and Palm. Research and Markets: iPhone SDK 3 Programming: Advanced Mobile Development For Apple iPhone And iPod Touch Allows You To Get The Expert Guidance. BookIt.com Takes Bite of Big Apple Travel Market"
1020,20091017,
1021,20091018,
1022,20091019,"Nikkei gains 1.1 pct, techs rise on Apple results. Plum Organics Voluntarily Recalls Select Batch of Apple & Carrot Portable Pouches Due to Potential Health Risk. Apple smashes forecasts, shares hit record. INSTANT VIEW: Apple posts blowout quarter. Wall St hits 12-month highs; Apple up late. REFILE-US STOCKS-Wall St hits 12-month highs; Apple up late. Apple rises above $20O to new high. Apple Reports Fourth Quarter Results. Kyocera Mita America Launches Capture2go HyPAS Application for the Apple iPhone"
1023,20091020,"Apple unveils new iMacs, revamps MacBooks and minis. Apple sets sales records 'as if recession never happened'. Apple unveils new Macs for the holidays. Apple Updates MacBook With LED-Backlit Display, Multi-Touch Trackpad & Built-in Seven-Hour Battery. Apple Unveils New iMac With 21.5 and 27-inch Displays. Apple Introduces Magic Mouse -- The World's First Multi-Touch Mouse. AccessKey/TeknoCreations Announce Ramp Up for TekCase for Apple iPhone. Apple iTunes seen hitting more EU markets in 2010. UPDATE 2-Analyst pushes Apple target to $280; shares jump. Apple Rush Co., Inc.'s USDA Certified Organic Apple Rush(TM) Beverage Line's Main Ingredient Now Sourced Domestically. Sweet Profits for Apple. Apple smashes forecasts, stock hits record. INSTANT VIEW: Apple posts blowout quarter. Apple Unleashes New Macs, Multitouch Mouse. Business Update: Apple boosts Asia"
1024,20091021,"Analysis: Nook could pre-empt the rumored Apple tablet. How Apple Keeps Defying the Odds. Zacks Analyst Blog Highlights: Apple Inc., China Unicom, Nokia, Research In Motion and Palm Inc.. Photos: Shure Introduces Sound Isolating(TM) Headset for Apple Products. Grocery Shopping Network Launches UCook Recipe & Shopping Application for the Apple iPhone. DFC Intelligence Forecasts That Apple Will Help Drive Mobile Game Market Sales to $11.7 Billion by 2014. Zargis Cleared as Apple iPhone Developer; Medical Applications for Smartphones Planned. Apple shares surge to record intraday high. Apple shares surge to record intraday high. BullMarket.com Updates Outlooks on Apple and Other Tech and Telecom Stocks"
1025,20091022,"UPDATE 4-Nokia sues Apple for patent infringement. Apple must upgrade Boot Camp to support Windows 7. Nokia sues Apple for patent infringement. Nokia sues Apple over iPhone 'free ride'. 27-Inch iMac Is the New Apple TV.  G-Map Upgrades for East and West US GPS Software With Apple for Review and Approval. UPDATE 3-Nokia sues Apple for patent infringement. Nokia Sues Apple in Delaware District Court for Infringement of Nokia GSM, UMTS and WLAN Patents.  PROMISE Technology SmartStor DS4600 RAID Subsystem Qualified by Apple to Support the Newly Updated Apple Mac mini"
1026,20091023,"Windows 7 Draws Fire in Apple Ads. Wall Street Beat: Amazon, Apple shine in heavy earnings week"
1027,20091024,
1028,20091025,
1029,20091026,"Has Apple missed the netbook boat?. NY Times Editor Lets Apple 'Slate' News Slip -- Sorta. Apple and iPhone leave Verizon still a bridesmaid, not a bride"
1030,20091027,"How Much Would You Pay for an Apple Tablet?. Zacks Analyst Blog Highlights: Verizon, AT&T;, Google, Apple and Oxygen Biotherapeutics, Inc.. 99Â¢ Only Stores Will Sell 9 Apple iPod Nanos for Only 99.99Â¢ Each to Celebrate the Grand Opening of Its Newest 99Â¢ Only Stores on Thursday, October 29, 2009, in Poway, California. Newton Peripherals MoGo Talk for iPhone Now Available Only at the Apple Store. Apple Rush Engages Hardy Bottling Company to Provide Products for Southeastern and Southwestern USA"
1031,20091028,"Apple to ink Verizon-iPhone deal next year, analyst says. Gadget Lab Contest: Show Us Your Apple Tablet Mock-Up. Zap2it and Napkin Studio Release Major Upgrade to 'What's On?' Application for Apple iPhone and iPod touch"
1032,20091029,"Apple Introduces Apple TV 3.0 Software With Redesigned User Interface. Ellis Vigeo, LLC, Announces TextSafe(R) for Apple iPhone and iTouch Systems. Apple Rush Co., Inc. To Introduce New Apple Rush Sparkling Organic Light Juices"
1033,20091030,
1034,20091031,GyPSii On-Deck for Apple iPhone Launch in China
1035,20091101,
1036,20091102,Calling All Apple Users: Now It`s Easy to Use UPS. Five Minutes to Kill (Yourself) is Live on the Apple App Store
1037,20091103,"'iPhone 4G' Part Probably Meant for Pirates, Not Apple. Pepsi(R) Cola Bottling Company of New York Brings Sensationally Popular drank(TM) Beverage to The Big Apple. Flag DownGlu Mobile`s Taxi Fight! Available Now on Apple App Store. Apple Rush Co. Sources Domestic Organic Erythritol Supplier for Its New Light Juices"
1038,20091104,"Lexmark Web-connected touch screen AIO with customized solutions debuts at Apple Store. Beatles Due Soon on USB -- But Not From Apple. Apple Stores Will Use iPod Touches as Checkouts. Carnival Games Live Makes its Debut onto the Apple App Store. Apple Announces Over 100,000 Apps Now Available on the App Store"
1039,20091105,Apple Vacations Kicks Off Its National SuperSale - Biggest Sale of the Year
1040,20091106,SCENARIOS-Ways ahead in Nokia vs Apple legal battle
1041,20091107,
1042,20091108,
1043,20091109,Report: Apple readies smaller iPhone on Verizon. Can Apple take Microsoft's perch atop tech pile?. Can Apple take Microsoft's perch atop tech pile?. VOIS Announces Plans to Introduce Apple iPhone App During the First Quarter of 2010
1044,20091110,"Apple Breaks Hackintosh Netbooks with Latest Update. Apple fixes data deletion bug in Snow Leopard, blocks Atom 'hackintoshes'. Apple tops phone chart as Nokia, Samsung step up. Apple becomes top phone maker by profits -research. 99Â¢ Only Stores Will Sell 9 Apple iPod Nanos for Only 99.99Â¢ Each to Celebrate the Grand Opening of Its First 99Â¢ Only Stores in San Jose, California, on Thursday, November 12. Apple delivers mammoth update, patches 58 bugs"
1045,20091111,"Apple Rush Co. Enhances e-water's(R) Effectiveness, Grows 2010 Distribution. Apple Becomes World's Most Profitable Handset Vendor in Q3 2009"
1046,20091112,"Apple Changes App Store Review Process. Apple issues week's second patch set, fixes 7 Safari flaws. infoGROUP`s Ed Mallin Honored as a 2009 Silver Apple Award Winner. Apple plans 40-50 store openings in 2010. Apple Store Upper West Side Opening on Saturday, November 14.  Brite-Strike Tactical Illumination Announces Free App  for Apple iPhone"
1047,20091113,"Zacks Analyst Blog Highlights: Apple Inc., Nokia, Research In Motion, Motorola and Palm. a la mode's New TourNarrator for Agents Already Among Top Business Products in the Apple iTunes App Store"
1048,20091114,"Podcast: Intel and AMD Settle, MS and Apple Copy Each Other"
1049,20091115,
1050,20091116,"Zacks Analyst Blog Highlights: Apple Inc., Microsoft Corp, Quality Systems Inc., Allscripts-Misys Healthcare Solutions, Inc. and Cerner Corp.. Apple Deals Another Blow to Psystar"
1051,20091117,"Zacks Analyst Blog Highlights: Dell Inc., Apple Inc., Nokia, Research In Motion and American Dairy Inc.. Apple Core Hotel Group Announces the Debut of The Hotel @ Times Square. Research and Markets: Latest Report Forecasts that Apple Will Help Drive Mobile Game Market Sales to $11.7 Billion by 2014. Apple Rush Maui, LLC Provides Update on Major Sales Effort.. Apple to Open Retail Store in Nashua, New Hampshire on Saturday, November 21. Apple to Open Retail Store in Greenwich, Connecticut on Saturday, November 21"
1052,20091118,"Speakal Announces the iPom, an Apple Shaped Speaker with Vibrant Design and Unique Features. The Best of the Big Apple is on Voyage.tv"
1053,20091119,"Zacks Analyst Blog Highlights: PG&E; Corporation, Edison International, Autodesk Inc., Adobe Systems Inc. and Apple Inc."
1054,20091120,"Zacks Analyst Blog Highlights: Apple Inc., KT Corp., SK Telecom, China Unicom and American Express Company. iPhone owners demand to see Apple source code. NI Technology Updates Outlooks for OmniVision Technologies, Intel, ARM Holdings, Qualcomm and Apple. Apple Specialist Dealers Announce Huge Pre-Holiday Sale"
1055,20091121,
1056,20091122,
1057,20091123,
